Foodcode,FD_name,Edible,Water,Energy_kcal,Energy_kJ,Protein,Fat,CHO,Diet_fiber,Na,
151004,鸡肉卷（肯德基）,100,49.2,253,1057,10.1,13.1,25.2,,816.1,
151005,上校鸡块（肯德基）,100,46.5,261,1092,16.9,12.5,21.1,,370.6,
151006,辣鸡翅（肯德基）,67,41.3,337,1411,19.4,23.6,12.8,,499.3,
151007,新奥尔良鸡翅（肯德基）,70,54.1,240,1003,22.1,13.8,6.8,,1263.3,
151008,劲爆鸡米花（肯德基）,100,44,302,1262,18.4,18.9,16.2,,895.3,
151009,甜玉米粒（肯德基）,100,67.2,119,496,3.2,0.2,28.6,,11.5,
151010,薯条（肯德基）,100,37.7,298,1248,4.3,15.5,40.5,,58.2,
151011,比萨饼（夹奶酪）,100,47.8,225,941,12.2,5.1,32.5,,533,
151012,比萨饼（夹奶酪、肉和蔬菜）,100,47.7,235,982,16.5,6.8,27,,484,
151013,三明治（夹火腿、干酪）,100,50.8,244,1021,14.2,10.6,22.9,,528,
151014,三明治（夹鸡蛋、干酪）,100,56.3,234,979,10.7,13.3,17.8,,551,
151015,三明治（夹鸡肉片、无调料酱）,100,47.3,284,1187,13.3,16.2,21.3,,526,
151016,三明治（夹烤牛肉片）,100,48.6,247,1034,15.5,9.9,24.1,,570,
151017,三明治（夹鱼肉片）,100,47.4,276,1155,10.7,14.4,26,,389,
151018,干酪汉堡包（夹熏肉，加调料酱）,100,43.6,311,1303,16.4,18.9,19,,535,
151019,干酪汉堡包（普通型，夹单层肉饼，无调料酱）,100,37.3,316,1323,14.5,14.9,31.1,,490,
151020,干酪汉堡包（普通型，夹奶酪、单层肉饼，加调料酱）,100,47.7,263,1101,14.1,12.5,23.5,,545,
151021,干酪汉堡包（普通型，夹奶酪、单层肉饼，加调料酱和蔬菜）,100,55.2,235,983,11.6,12.9,18.3,,634,
151022,干酪汉堡包（普通型，夹奶酪、双层肉饼、双层面包，加调料酱和蔬菜）,100,46.6,285,1191,13,15.5,23.3,,404,
151023,汉堡包（普通型，夹肉饼，加调料酱和蔬菜）,100,49.4,256,1073,11.7,12.3,24.8,,458,
151024,热狗（原味）,100,54,250,1044,10.6,14.8,18.4,,684,
152105,早餐奶,100,86.3,68,284,2.3,3.1,7.7,tr,64.6,
152106,八宝粥（康师傅）,100,84.5,81,340,1.5,4.4,9.4,0.5,13.9,
152107,八宝粥（亲亲牌）,100,84.9,76,320,2.1,4,8.8,0.8,9.8,
152108,八宝粥（同茂牌）,100,88.2,46,193,1.3,0.2,10.2,0.4,8.6,
152109,八宝粥（娃哈哈牌）,100,84.3,64,266,1.7,0.9,12.8,0.6,12.2,
152110,八宝粥（无糖，娃哈哈牌）,100,88.1,45,189,1.6,0.8,9.4,1.4,4.7,
152111,八宝粥（椰树牌）,100,81.6,69,290,1.7,1,15.5,2.1,12,
152112,黑芝麻糊,100,2.3,408,1706,6.9,7.5,82.3,4.2,38.1,
152113,麦片,100,4,393,1642,6.5,9.7,76.3,6.5,318.4,
152114,麦片（原味香奶）,100,1.8,406,1698,4.7,9,82.8,6.3,138.6,
152115,燕麦片,100,9,353,1478,14.4,9.7,65.3,13.2,12.1,
152116,燕麦片（果仁，甜）,100,5.4,402,1682,8.9,11.1,73.5,6.9,26.5,
152117,苦荞麦片（无糖）,100,4.3,411,1721,7.2,8,77.9,,120,
152118,玉米片,100,3,365,1528,7,0.8,86,3.5,725,
152119,玉米片（低钠）,100,3,384,1608,7.7,0.3,88.8,1.1,10,
152202,鸡汁味干脆面（面饼+调味料）,100,2.3,505,2115,11.4,27,55.2,,976.8,
152203,海鲜味方便面（面饼+调味料+油料）,100,6.2,451,1889,10.4,19.2,60.1,,382.8,
152204,海鲜味方便面（面饼+调味料）,100,6.7,,,10.4,,78.7,,396.7,
152205,油料（海鲜味方便面）,100,0.3,,,10.2,,89.5,,0,
152206,红烧牛肉方便面（面饼+调味料+蔬菜+肉酱）,100,4.5,447,1869,10.2,17.9,62.6,1.4,465.5,
152207,红烧牛肉方便面（面饼+调味料+蔬菜）,100,3.8,,,10.4,,81.4,,491.3,
152208,肉酱（红烧牛肉方便面）,100,5.1,,,6.8,,76,,0,
152209,鳕鱼方便面（面饼+调味料+珍料+调味油+蔬菜）,100,5,470,1968,10.2,24.2,53.7,,828.8,
152210,鳕鱼方便面（面饼+调味料+蔬菜）,100,2.4,,,10.2,,80.5,,828.8,
152211,油酱料（珍料+调味油料，鳕鱼方便面）,100,77.6,,,10.2,,10.4,,0,
152212,铁板牛肉炒面（面饼+汤料+蔬菜+调味酱）,100,6,438,1833,11.7,18.8,59.3,3.8,561.8,
152213,铁板牛肉炒面（面饼+汤料+蔬菜）,100,3.9,,,12,,81.3,4.4,596.4,
152214,调味酱（铁板牛肉炒面）,100,8,,,10.1,,68.8,,0,
152215,玉米红烧牛肉味方便面（面饼+调味料+蔬菜+肉酱）,100,18.6,330,1380,5.8,4.1,68.5,,673.7,
152216,玉米红烧牛肉味方便面（面饼+调味料+蔬菜）,100,22.6,,,6,,68.3,,0,
152217,肉酱（玉米红烧牛肉味方便面）,100,16.2,,,3.6,,78.2,,0,
152218,海鲜鸡汁味米线（米线+调味料+蔬菜+肉酱）,100,58.1,167,699,4.5,1,35.5,,13.3,
152219,海鲜鸡汁味米线（米线+调味料+蔬菜）,100,58.8,,,3.9,,37.2,,0,
152220,肉酱（海鲜鸡汁味米线）,100,7.9,,,7.2,,69,,0,
152221,冬菜虾仁混沌,100,58.9,180,753,9.1,4.3,26.5,2.3,316,
152222,韭菜合子,100,59.1,211,883,7.5,11.3,20.3,1.4,287,
152223,糯米饭团,100,37,333,1393,5.9,17.6,38.3,1.1,393,
152224,什锦炒饭,100,58.7,188,787,5,5.6,29.7,2,220,
152225,虾仁炒饭,100,64.8,138,577,4.7,1.7,26.3,2.7,222,
152314,面包条（白）,100,33.8,283,1184,8.3,5.2,51.1,,66,
152315,面包屑,100,8.1,355,1485,14.2,3.7,72.4,,535,
152316,葡萄干面包,100,38,260,1088,6.6,3.7,50.1,,370,
152415,饼干（三明治）,100,2,515,2156,7.1,30.4,57.9,4.6,408.3,
152416,饼干（夹心）,100,1.4,449,1877,6.2,15.9,75.3,5.1,303.4,
152417,饼干（甜酥夹心）,100,2.3,557,2329,5.6,35.1,55.6,,324,
152418,饼干（苏打夹心）,100,1.6,463,1936,7.6,19.3,69.8,5.2,394.4,
152419,饼干（咸）,100,1.4,496,2075,8.4,25.6,62.7,4.7,697.2,
152420,曲奇饼（加奶油）,100,1.5,526,2201,6.4,27.2,64,,140,
152421,早茶饼,100,3.4,440,1840,8.1,14.5,72.2,3,436,
152501,饺子（素馅）,100,53.4,198,827,6.8,5.6,32.7,2.7,449.2,
152502,饺子（三鲜馅）,100,50.7,240,1002,8.8,12.3,26.6,3.2,611.6,
152503,饺子（猪肉白菜馅）,100,54.2,218,914,7.5,10.8,26,3.2,383.2,
152504,饺子（猪肉韭菜馅）,100,51.2,250,1046,7,14.4,26,2.9,397.6,
152505,饺子（猪肉芹菜馅）,100,52.6,253,1059,7,16.8,22.1,3.6,415,
152506,饺子（猪肉茴香馅）,100,51.1,223,932,7.3,9.1,31.1,3.2,335.6,
152507,饺子（猪肉香菇馅）,100,59.7,231,967,12.3,15.3,11.5,1.1,673,
152508,饺子（猪肉虾仁馅）,100,50.4,267,1117,10,15.4,22.7,1.1,415,
152509,饺子（鸡肉蘑菇馅）,100,61,186,778,7.4,7.4,22.8,1.9,286,
152510,饺子（海鳗猪肉馅）,100,55.9,249,1042,14.3,17.7,8.5,,678,
152511,饺子（海鳗虾仁馅）,100,54.7,266,1113,12.3,20,9.7,,644,
152512,包子（三鲜馅）,100,53.6,223,935,7.4,8.6,29.1,,0,
152513,包子（猪肉馅）,100,52.8,227,949,7.3,10,28.6,1.7,405.8,
153101,米饼（鸡蛋牛奶味）,100,1.7,536,2244,4.2,29.9,63.2,,191.6,
153102,雪米饼,100,2.5,463,1936,5.5,17.6,73.5,2.9,241.3,
153103,蛋酥卷,100,2.1,523,2187,8.1,35.3,53.7,10.6,144.9,
153104,巧克力派,100,11.1,425,1780,4.3,17.7,65.7,3.5,273.8,
153105,法式卷饼,100,2,535,2239,7.6,34,54.7,5,309.8,
153106,立体脆,100,2.6,475,1987,6,24.7,63.8,6.6,596.7,
153107,粟米脆,100,1.4,553,2312,5.6,34.7,56.5,2,465.2,
153108,通心脆,100,2.5,500,2092,3.1,29.6,61.6,6.3,96.7,
153109,洋葱圈,100,3.8,476,1990,4.3,21.3,68.5,1.8,519,
153201,虾片,100,2.3,523,2188,5.3,30.9,59.5,,407,
153202,锅巴（豆香）,100,0.9,528,2210,7.6,30.6,59.2,3.6,239.3,
153203,锅巴（小米）,100,0.9,554,2318,6,36.9,54.6,5.1,486.6,
153204,海苔,100,5,177,740,29.4,4.8,50.4,46.4,1599.1,
153205,香菇片,100,9.5,316,1320,9.9,12.4,61.9,20.8,2349.8,
153206,薯片（烧烤味）,100,1.9,548,2295,7.5,37.6,49.2,4.2,508.6,
153207,薯片（香辣味）,100,2.1,555,2322,7.4,40,46.6,5.3,366.4,
153208,薯圈,100,2.2,576,2408,1.3,42.6,51.7,5,701.6,
153301,怪味胡豆,100,2.5,403,1686,12.6,12.1,69.6,8.7,1102.1,
153302,奶油五香豆,100,11.1,220,919,26.2,2,54,29.8,1577,
153303,夹心米果,100,1.8,593,2482,5,41.9,50.4,1.4,79,
153304,乐芙球,100,2,573,2398,7.6,45,43.9,9.5,276.3,
153305,玉米花,100,3.6,406,1698,10.8,13.4,70.4,9.9,1.3,
153306,果仁脆枣,100,4.3,484,2025,13,25.6,55.1,,299.7,
153307,空心脆枣,100,1.9,376,1573,6.5,1.2,88.6,,816.6,
153308,鱼肉粒,100,6.3,376,1574,27.1,3.3,59.5,,1211.5,
153401,果冻（草莓水果冻）,100,82.1,71,296,0.1,0.2,17.2,tr,38,
153402,果冻（蒟蒻冻）,100,74.2,100,419,0,tr,25.6,0.5,32.5,
153403,果冻（蒟蒻椰果冻）,100,72,109,457,0,tr,27.8,0.5,37.2,
153404,果冻（AD钙椰果冻）,100,82.6,70,292,0.1,0.4,16.6,,49.6,
161009,可口可乐,100,89.1,43,181,0.1,0,10.8,0,4,
162012,菠萝汁饮料（百果洲牌）,100,88.1,47,196,0.2,0.1,11.4,0.1,10,
162013,菠萝汁饮料（大湖牌）,100,90.9,36,149,0.3,0.2,8.3,0.1,8.3,
162014,苹果汁饮料（光明牌）,100,86.7,54,225,0.1,0.3,12.8,0.1,4.2,
162015,苹果汁饮料（亨氏）,100,87.9,50,209,0.1,0.3,11.7,tr,8.3,
162016,苹果果肉饮料,100,87.3,44,184,0.1,0.4,12.1,0.3,2.2,
162017,橙汁饮料（光明牌）,100,88.6,44,183,0.7,0.1,10.2,0.2,1.6,
162018,橙汁饮料（茹梦牌）,100,88.5,47,196,0.3,0.2,11.2,0.2,14.9,
162019,橙汁饮料（汇源牌）,100,88.2,46,191,0.5,0,11,,3,
162020,橙汁饮料（三得利牌）,100,88.2,47,197,tr,0,11.8,,0.8,
162021,芒果汁饮料,100,87.9,44,184,0.1,0,12,0.2,21,
162022,沙棘果浆,100,18.6,325,1358,0.3,0.5,80.2,0.5,0,
162023,山楂果肉饮料,100,86.1,55,231,0.1,0.2,13.9,0.7,2.7,
162024,酸枣果汁饮料,100,93,27,115,0.1,0,6.7,tr,1.3,
162025,西番莲汁饮料,100,87.6,50,208,0.2,0.1,12,tr,9.7,
162026,西柚汁饮料,100,91.4,34,142,0.6,0.4,7.3,0.3,8.5,
162027,椰子汁饮料,100,90.2,51,213,0.7,2.4,6.6,,13.7,
162028,杏仁椰汁饮料,100,90.2,39,164,0.6,0.1,9,,0,
163002,胡萝卜汁饮料 ,100,93.4,24,101,0.1,0,6.3,0.4,47,
164003,AD钙奶,100,86,55,228,1.1,0.1,12.3,,0,
164004,健康快车奶饮料,100,90.9,38,157,1.1,0.6,6.9,,207,
164005,粒粒果奶饮料,100,92.8,30,126,1.1,0.6,5.1,,195.8,
164006,酸乳饮料,100,87.8,54,225,1.1,1.3,9.4,,50.5,
164007,酸乳饮料（发酵）,100,86.6,54,226,0.7,0.3,12.1,,49.1,
165003,核桃乳（儿童型）,100,91.6,44,183,0.8,2.1,5.5,,13.9,
165004,核桃乳（女性型）,100,90,53,222,0.9,2.7,6.2,,17.3,
165005,核桃乳（中老年型）,100,90.6,52,216,0.9,2.9,5.5,,16.2,
165006,核桃乳（佐餐调和型）,100,90.8,51,214,0.8,2.9,5.4,,15.4,
165007,杏仁露,100,90.3,49,205,0.7,2.1,6.8,,62.3,
166111,大麦茶,,2.9,305,1276,13,3.4,77.6,,6,
166202,大麦茶水,100,99.7,1,4,tr,0,0.3,,1,
167011,高乐高营养饮品,100,1.2,394,1650,5.8,2.4,88.4,,93.2,
167012,菓珍,100,0.2,407,1704,0.1,2.2,96.8,,196.4,
167013,桂花酸梅晶,100,2.2,397,1662,0.4,1.6,95.4,0.1,86.1,
167014,柠檬茶,100,0.2,406,1700,0.2,1.7,97.6,tr,1.9,
167015,巧克力麦芽营养品,100,3,390,1631,8,4,80.6,,221.4,
167016,咖啡豆,100,0.7,203,849,17.1,8.8,68.9,55.1,2.2,
167017,咖啡粉,100,3.1,218,911,12.2,0.5,41.1,0,37,
167018,咖啡伴侣,100,3,554,2318,2.7,34.9,57.3,,200,
168009,冰激凌（草莓味）,100,64.8,150,628,2.7,3.2,28.5,0.9,31,
168010,冰激凌（苦咖啡味）,100,60.6,205,857,2.9,10.1,25.6,tr,56.3,
168011,冰激凌（加奶油）,100,62.4,211,884,3.5,12.8,20.5,tr,41.1,
168012,冰激凌（草莓圣代）,100,66.1,145,608,2.9,2.6,27.7,,45.2,
168013,冰激凌（巧克力圣代）,100,61.7,173,725,3.6,4.8,29,,65.1,
168014,冰激凌（脆皮甜筒）,100,66.2,158,662,3.5,5.5,23.9,,68.8,
168015,冰激凌（花心筒）,100,45,278,1164,4.2,13.1,36.7,0.8,61.2,
168016,冰激凌（金百合）,100,60.7,202,847,3.3,10.5,24.5,0.8,66.3,
168017,雪糕（百乐宝）,100,70.1,147,617,2.8,6.2,20.1,tr,50.1,
168018,雪糕（红豆缘）,100,50.7,212,888,2.7,4.8,41.2,1.7,44.6,
168019,棒冰（可乐冰）,100,82.9,73,306,tr,1,16.1,0,0,
168020,棒冰（奇彩旋）,100,77.6,95,398,tr,1.1,21.3,0,16.8,
169002,纯净水（康师傅牌）,100,100,0,0,0,0,0,0,0.4,
169003,纯净水（乐百氏牌）,100,100,0,0,0,0,0,0,1.1,
169004,纯净水（哇哈哈牌）,100,100,0,0,0,0,0,0,0.6,
169005,纯净水（椰树牌）,100,100,0,0,0,0,0,0,1.2,
169006,饮用水（农夫山泉牌）,100,100,0,0,0,0,0,0,4.1,
169007,饮用水（雀巢）,100,100,0,0,0,0,0,0,8.7,
169008,矿泉水（获特满牌）,100,100,0,0,0,0,0,0,9.9,
169009,矿泉水（康师傅牌）,100,100,0,0,0,0,0,0,1.2,
169010,矿泉水（蓝涧牌）,100,100,0,0,0,0,0,0,7.2,
169011,矿泉水（乐百氏牌）,100,100,0,0,0,0,0,0,6.6,
169012,矿泉水（雀巢）,100,100,0,0,0,0,0,0,10.5,
169013,矿泉水（椰树牌）,100,100,0,0,0,0,0,0,42,
171115,啤酒（4.3%，青岛牌）,100,92.9,38,159,0.4,0,3.1,,0.4,
171116,啤酒（4%，燕京牌）,100,95.6,27,112,0.3,0,0.8,,3.4,
171117,啤酒（5.1%，生力牌）,100,92.4,42,175,0.4,0,2.9,,2.3,
171205,葡萄酒（干白，11%，长城牌）,100,89.6,67,282,0.1,0,1.2,,1.7,
171206,葡萄酒（干白，12%，张裕牌）,100,88.3,75,314,0.3,0,1.5,,2.8,
171207,葡萄酒（半干白，11.5%，王朝牌）,100,88.6,73,304,0.3,0,1.6,,11.4,
171208,葡萄酒（干红，11.5%，长城牌）,100,88.7,72,300,0.2,0,1.5,,3.3,
171209,葡萄酒（干红，11.5%，王朝牌）,100,88.5,73,305,0.3,0,1.7,,2.1,
171210,葡萄酒（干红，12%，张裕牌）,100,88.2,75,314,0.3,0,1.5,,8.3,
171211,黑加仑酒（8%）,100,92.1,51,214,tr,0.2,1.2,,2.6,
171212,雪利酒,100,78.8,116,482,0.1,0,5.9,,27,
171309,花雕酒（16.5%）,100,78.8,124,517,1,0,6.5,,20.8,
172127,董酒（浓香型，46%),100,61.2,272,1138,tr,0,0,,0.6,
172128,二锅头（56%）,100,51.8,338,1413,tr,0,0,,0.4,
172129,汾酒（清香型，53%）,100,54.7,317,1327,tr,0,0,,1.7,
172130,古井贡酒（浓香型，38%）,100,68.2,222,929,tr,0,0.2,,1.3,
172131,剑南春（52%）,100,55.4,312,1304,tr,0,0.2,,0.5,
172132,剑南春（浓香型，38%）,100,68.2,222,929,tr,0,0.2,,0.4,
172133,京酒（浓香型，38%）,100,68.4,221,926,tr,0,0,,1.1,
172134,茅台酒（53%）,100,54.7,317,1327,tr,0,0,,0.4,
172135,五粮液（52%）,100,55.6,311,1301,tr,0,0,,0.4,
172136,竹叶青酒（45%）,100,51.7,307,1284,tr,0,10.4,,5.4,
172137,金奖白兰地（38%）,100,67.3,226,944,tr,0,1.1,,7.9,
172138,伏特加,100,66.6,234,978,0,0,0,,1,
172139,威士忌,100,63.9,252,1056,0,0,0.1,,0,
173105,苹果酒（干型）,100,92.5,36,152,tr,0,2.6,,7,
173106,苹果酒（甜）,100,91.2,42,176,tr,0,4.3,,7,
173107,果汁朗姆酒（9.9%）,100,65.1,201,841,0.4,1.9,28.3,0.1,6,
173108,鸡尾酒,100,86.9,105,439,0,0,0,0.1,16,
173109,马提尼酒（32%）,100,64,243,1017,0,0,2,0.1,3,
173110,曼哈顿酒（30.6%）,100,66.1,225,941,0.1,0,3.2,0.1,3,
173111,酸味威士忌（16.8%）,100,76.9,119,498,0,0,13.4,0.1,44,
182101,夹心糖,100,1.1,494,2065,2.6,20.7,74.2,tr,246.6,
182102,水果味软糖,100,8,369,1543,6,0.3,85.6,0.1,57.3,
182201,牛奶糖,100,0.7,435,1822,2.2,8.2,88.2,,2.7,
182202,酸奶软糖,100,1,404,1689,tr,1.6,97.3,tr,8.3,
182203,太妃糖,100,6,452,1891,3.7,16.5,72.8,,0,
182301,花生牛轧糖,100,2.1,453,1896,11.7,15.5,69.5,,91.5,
182302,花生芝麻酱,100,2.4,498,2082,21.3,25.3,48.7,,63.7,
182303,四味粽子糖,100,1,397,1662,0.1,0.4,98.3,tr,44.6,
182401,巧克力（充气）,100,1.1,543,2271,9.2,32.8,54.9,,0,
182402,巧克力（果仁）,100,1,511,2138,9.9,33.5,53.5,,0,
182403,巧克力（黑）,100,,516,2157,4.2,30,63.1,5.9,11,
182404,巧克力（牛奶）,100,0.9,575,2407,8.2,39.2,49.9,,0,
183012,冰糖酸角,67,27,257,1076,2.3,0,68.9,6.9,120.7,
183013,甘草杏,60,42.1,155,649,2.7,1.1,46.1,12.5,2574.2,
183014,清凉杏肉,100,16.4,311,1300,2,0.2,79,,846.4,
183015,雪梅,70,17.2,260,1087,3.1,1.1,72.4,13,895.6,
183016,九制梅肉,100,15,257,1076,3.4,3.2,70.8,17.1,958,
183017,九制西梅,73,28.7,228,956,2.6,1.2,65.9,14.1,4.3,
183018,九制应子,83,28.7,157,655,2.3,0.6,48.6,13.1,8322.8,
183019,梅脯,100,19.4,308,1290,0.3,1.1,78.8,4.5,85.5,
183020,阿胶枣,100,14.7,334,1398,2.5,0.2,82,,492.9,
183021,黑贡枣,100,17.3,305,1277,2.7,0.9,78,6.4,7.9,
183022,野酸枣,,16.3,326,1362,2.7,0.5,79.6,,169,
183023,多味山楂,89,30.9,249,1040,1.8,1.9,61.8,,4247.5,
183024,山楂脯,100,35.6,255,1065,0.5,0.6,62.9,,619.3,
183025,地瓜干,100,12.1,338,1414,2.4,0.1,83.9,,1287.4,
184001,蜂蜜,100,22,321,1343,0.4,1.9,75.6,,0.3,
184002,蜂蜜（槐花）,100,10,361,1512,0.2,0.3,89.5,,2,
184003,蜂蜜（天麻）,100,18.2,326,1364,5.2,0.3,75.7,,11.1,
184004,蜂蜜（硬蜜）,100,18.5,328,1372,0.3,0.5,80.5,,15.4,
184005,蜂蜜（油菜花）,100,15.8,338,1414,0.2,0.3,83.7,,4,
192020,核桃油,100,0.1,895,3745,0,99.1,0.8,0,1.8,
192021,花生油,100,0,900,3764,0,99.9,0.1,0,2.8,
192022,葵花籽油,100,0,900,3764,0,99.9,0.1,0,2.1,
192023,粟米油[玉米胚芽油],100,0,900,3766,0,100,0,0,4.1,
192024,米糠油,100,tr,894,3738,0,98.7,1.3,0,1.8,
192025,油菜籽油,100,0.2,898,3758,0,99.8,0,0,1.4,
192026,芝麻油,100,0.1,898,3758,0,99.7,0.2,0,0.3,
192027,大豆色拉,100,0,900,3764,0,99.9,0.1,0,9.1,
192028,色拉油,100,tr,899,3759,0,99.7,0.3,0,1.9,
201011,黄豆酱油,100,76.2,38,159,5.1,0.2,4.3,,5699.8,
201012,老抽,100,51.5,129,539,7.9,0.3,23.8,,6910.4,
201013,生抽,100,81.2,20,83,4.8,0.1,0,tr,6384.7,
203116,海鲜酱（阿香婆）,100,14.8,492,2056,3,41.1,28.2,,2107,
203117,牛肉酱（阿香婆）,100,16.8,488,2043,6.2,43,22.2,,1260.5,
203118,花生酱,100,0.4,616,2577,22.2,53.1,20.9,,483.4,
203119,花生酱（加巧克力）,100,0.4,633,2647,19.6,55.4,22.1,8.2,214.5,
203120,芝麻酱,100,0.4,687,2875,18,66.8,9.4,,5.4,
203121,千岛沙拉酱,100,32.5,475,1986,2.3,43.4,19.8,1.1,638.6,
203122,沙拉酱,100,15.4,724,3028,2.8,78.8,1,,733.6,
203123,奶油攀司,100,0.4,605,2530,2.9,42,53.8,0,68.5,
203207,草莓酱,100,29.2,284,1190,0.3,1.1,69.3,1,1.3,
203208,番茄沙司,100,67.4,112,469,1,0.2,28,1.4,1046.8,
204006,腐乳（香辣味）,100,67.8,158,660,13.1,11.6,0.8,,2020,
204007,腐乳（白，石宝寨牌）[酱豆腐],100,67.4,115,479,9.5,7.7,2.7,,5008.2,
204008,腐乳（白，王致和牌）[酱豆腐],100,69.2,153,642,12.3,11.6,0.6,,2080,
205036,剁辣椒,100,75.2,30,125,1.4,0.5,10.8,5.9,2443.2,
205037,酱八宝菜,100,68.9,120,501,5.6,6.1,13.8,,2620,
205038,酱甘露,100,77.4,68,285,3,0.4,14,,2470,
205039,酱花生米,100,36.6,367,1535,17.2,31.9,11.3,,970,
205040,酱籽萝,100,77.3,57,237,2.9,0.4,11.2,,3020,
205041,麻仁金丝,100,76.1,63,264,3.1,0.6,12.7,,3280,
205042,雪菜,100,82.2,22,92,1.5,1.6,8.7,8.3,1708.4,
205043,腌大头菜,100,59.4,58,243,7,0.2,11.3,4.2,0,
205044,腌芥菜头,100,68.7,20,83,2.4,0.1,5.6,3.3,0,
205045,腌韭菜花,100,80,27,112,2.8,0.6,3.8,,4600,
205046,腌萝卜条,100,78.7,44,183,0.6,0.3,15.3,5.7,0,
205047,榨菜（鱼泉牌）,100,85.2,34,141,1.8,2,4.8,,1677.7,
205048,榨菜（正林牌）,100,87.2,10,42,1.5,0.1,4.1,3.3,2461.7,
206011,咖喱粉,100,5.7,415,1736,13,12.2,63.3,36.9,40,
207202,鸡粉,100,1.6,224,937,13.2,5.1,32.4,1.1,19041.8,
207203,鸡精,100,2.4,195,817,10.7,2.8,32.5,0.7,18864.4,
207401,料酒,100,99.1,1,5,0.3,tr,0,0,270,
219014,蜂蛹[蜂胚、蜂仔],100,80.8,100,418,10.6,5.4,2.3,,12,
219015,蜂蛹（油蜂）,100,7.7,669,2797,20,61.4,9,,299.3,
219016,蜂蛹（大黄蜂）,100,76.7,109,456,12.1,3.8,6.6,,15.8,
219017,葛根,91,51.3,181,759,1.5,0.2,45.6,,3.3,
219018,花椒叶（干）,100,12.3,236,987,16.7,0.7,61,,0,
219019,花粉（油花）,100,8.4,397,1661,24.6,11.1,52.7,,5.7,
219020,花粉（油松）[松花粉],100,6.4,251,1050,9.6,7.7,72.5,,55.4,
219021,花粉（荞麦）,100,8.3,353,1477,14.9,4.2,67.3,,0,
219022,牛蛙,30,79.4,81,338,15.7,0.5,3.4,,34.5,
219023,仙人掌（食用）,82,92.7,9,37,0.5,tr,4.6,2.9,2.8,
219024,仙人掌果[仙桃],80,90.8,17,72,1.1,0.1,6.8,3.8,14.4,
219025,仙人掌籽,100,3.5,96,401,7.4,5.1,81.7,76.6,15.9,
